Symbol,Name,Open,Last,Prev_Open,Prev_Last,Open_2D_Ago,Last_2D_Ago,20D_MA,Volume,Industry,Sector
MJ.CN,True Leaf Brandsinc,0.07,0.07,0.085,0.06,0.075,0.075,0.076,11555,N/L,N/A
TNT-UN.TO,True North Commercial REIT,6.63,6.64,6.56,6.57,6.47,6.54,6.44,124709,N/L,Finance
TRUL.CN,Trulieve Cannabis Corp,18.61,18.3,18.28,18.45,18.16,18.61,18.332,62218,N/L,N/A
TRUL-DB-U.CN,Trulieve Cannabis Corp 9.75% 18Jun24,99.75,99.25,100,100,100,100,100.938,50000,N/L,N/A
TRUL-NT-U.CN,Trulieve Cannabis Corp. 8% 6Oct2026 Note,95,95,98,98,98,98,99.4,35000,N/L,N/A
TRYP.CN,Tryp Therapeutics Inc,0.08,0.08,0.075,0.07,0.075,0.08,0.077,33017,N/L,N/A
TC.TO,Tucows Inc,61.19,62.13,58.05,60.04,56.61,56.97,63.89,10509,N/L,N/A
TUD.VN,Tudor Gold Corp,1.62,1.61,1.63,1.61,1.6,1.63,1.664,13200,N/L,Basic Materials
TUGA.CN,Tuga Innovations Inc.,0.14,0.14,0.14,0.14,0.15,0.15,0.186,65000,N/L,N/A
TBX.VN,Turmalina Metals Corp,0.465,0.49,0.51,0.51,0.465,0.5,0.449,25500,N/L,N/A
TRQ.TO,Turquoise Hill Resources Ltd,35.59,35.8,35.87,35.53,35.91,35.75,35.19,19009,N/L,Basic Materials
GYM.VN,Tut Fitness Group Inc,0.06,0.06,0.065,0.06,0.07,0.07,0.08,8000,N/L,N/A
UWE-H.VN,U3O8 Corp,0.2,0.2,0.185,0.2,0.185,0.19,0.198,103647,N/L,Basic Materials
UEX.TO,Uex Corp,0.265,0.285,0.265,0.268,0.24,0.265,0.2756,249996,N/L,N/A
ULT.VN,Ultra Lithium Inc,0.225,0.23,0.22,0.22,0.23,0.23,0.253,68987,N/L,Basic Materials
UNS.TO,Uni Select Inc,29.3,29.68,29.38,29.21,29.55,29.17,28.86,27990,N/L,Auto-Tires-Trucks
USS.VN,Uniserve Communications Corp,0.15,0.14,0.15,0.14,0.165,0.165,0.149,50000,N/L,Industrial Products
UNI.TO,Unisync Corp Class B,2.65,2.65,2.7,2.7,2.73,2.7,2.77,11900,N/L,Consumer Discretionary
ULTH.CN,United Lithium Corp,0.29,0.3,0.315,0.31,0.315,0.31,0.337,6659,N/L,N/A
UNV.VN,Universal Copper Ltd,0.06,0.06,0.065,0.06,0.065,0.06,0.067,210000,N/L,Basic Materials
UPI.VN,Universal Proptech Inc,0.105,0.11,0.105,0.11,0.11,0.11,0.115,5070,N/L,N/A
URE.TO,Ur-Energy Inc,1.64,1.62,1.56,1.58,1.52,1.58,1.56,16687,N/L,N/A
URC.VN,Uranium Royalty Corp,3.99,4.03,3.8,3.82,3.54,3.74,3.81,52508,N/L,N/A
URB-A.TO,Urbana Corp A NV,4.1,3.96,4.04,4.09,4,4.09,4.07,11485,N/L,Finance
UI.VN,Urbanimmersive Inc,0.25,0.25,0.245,0.235,0.26,0.23,0.327,109500,N/L,Computers and Technology
USCU.VN,US Copper Corp,0.05,0.05,0.045,0.05,0.05,0.05,0.048,18000,N/L,Basic Materials
USCM.VN,US Critical Metals Corp,0.27,0.27,0.26,0.26,0.28,0.28,0,6500,N/L,N/A
VZZ.VN,Val-D'Or Mining Corp,0.1,0.1,0.11,0.1,0.105,0.105,0.126,107500,N/L,Basic Materials
VPH.TO,Valeo Pharmainc,0.46,0.47,0.48,0.47,0.47,0.46,0.51,14691,N/L,N/A
VLE.TO,Valeura Energy Inc,0.53,0.56,0.53,0.53,0.54,0.53,0.54,399415,N/L,Oils-Energy
VRB.VN,Vanadiumcorp Resource Inc,0.12,0.12,0.12,0.12,0.11,0.11,0.131,51500,N/L,Basic Materials
VSR.VN,Vanstar Mining Resources Inc,0.4,0.4,0.38,0.375,0.38,0.38,0.357,12214,N/L,Basic Materials
VCV.VN,Vatic Ventures Corp,0.18,0.18,0.18,0.18,0.18,0.18,0,54500,N/L,Basic Materials
VAGN.CN,Vegano Foods Inc.,0.08,0.08,0.08,0.08,0.07,0.08,0.079,80000,N/L,N/A
VTT.VN,Vendetta Mining Corp,0.055,0.055,0.06,0.06,0.06,0.06,0.06,54000,N/L,Basic Materials
VPT.VN,Ventripoint Diagnostics Ltd,0.28,0.275,0.29,0.28,0.29,0.295,0.284,54759,N/L,Medical
VRNO.CN,Verano Holdings Corp,9.33,9.2,9.12,9.4,9.29,9.42,9.616,5594,N/L,N/A
NPK.TO,Verde Agritech Plc,9.75,9.54,9.77,9.86,10.22,9.9,9.57,65222,N/L,Basic Materials
VET.TO,Vermilion Energy Inc,27.99,28.2,27.43,27.93,27.8,27.8,25.92,603271,N/L,Oils-Energy
VTX.VN,Vertex Resource Group Ltd,0.43,0.44,0.38,0.42,0.42,0.42,0.438,7904,N/L,Industrial Products
VERT.VN,Vertical Explorations Inc,0.06,0.06,0.05,0.05,0.05,0.05,0.055,16000,N/L,Basic Materials
VMC.VN,Vicinity Motor Corp,2,2.04,1.98,1.97,1.95,1.98,2.098,85311,N/L,Auto-Tires-Trucks
VGCX.TO,Victoria Gold Corp,13.75,13.62,14.11,13.72,13.9,13.98,13.81,19038,N/L,Basic Materials
VST.CN,Victory Square Technologies Inc,0.15,0.15,0.145,0.145,0.145,0.145,0.16,32434,N/L,N/A
VMD.TO,Viemed Healthcare Inc,7.39,7.39,7.42,7.38,7.14,7.31,6.98,17891,N/L,Medical
VIO.VN,Vior Inc,0.15,0.15,0.15,0.15,0.155,0.15,0.161,73500,N/L,Basic Materials
VQS.TO,Viq Solutions Inc,2.12,2.07,2.08,2.08,1.5,1.94,1.47,14595,N/L,Computers and Technology
VGD.VN,Visible Gold Mines Inc,0.135,0.14,0.13,0.135,0.11,0.115,0.125,29552,N/L,Basic Materials
VLI.VN,Vision Lithium Inc,0.11,0.11,0.11,0.11,0.115,0.11,0.117,58043,N/L,Basic Materials
VIZ.VN,Visionary Gold Corp,0.065,0.06,0.065,0.06,0.065,0.065,0.066,15000,N/L,N/A
VUX.VN,Vital Energy Inc,0.435,0.43,0.425,0.425,0.39,0.41,0.39,119408,N/L,Oils-Energy
VAU.VN,Viva Gold Corp,0.095,0.095,0.09,0.09,0.09,0.09,0.098,40000,N/L,Basic Materials
VIVO.TO,Vivo Cannabis Inc,0.045,0.05,0.055,0.05,0.05,0.05,0.054,21170,N/L,Medical
VZLA.VN,Vizsla Resources Corp,1.7,1.78,1.77,1.71,1.8,1.74,1.847,76914,N/L,Basic Materials
VZLA-WT.VN,Vizsla Silver Corp,0.2,0.2,0.17,0.17,0.15,0.115,0.289,11000,N/L,N/A
VMS.VN,Vms Ventures Inc.,0.14,0.14,0.14,0.14,0.14,0.14,0,10500,N/L,N/A
VG.VN,Volcanic Gold Mines Inc,0.315,0.305,0.34,0.335,0.33,0.335,0.277,27640,N/L,Basic Materials
VCT.VN,Volt Carbon Technologies Inc,0.13,0.095,0.09,0.09,0.09,0.09,0.099,5882,N/L,Basic Materials
VOTI.VN,Voti Detection Inc,0.05,0.05,0.06,0.05,0.065,0.055,0.092,61005,N/L,Industrial Products
VOX.VN,Vox Royalty Corp,3.21,3,3.21,3.19,3.15,3.2,3.274,22468,N/L,N/A
VXTR.VN,Voxtur Analytics Corp,0.96,0.98,0.97,0.96,0.97,0.93,1.05,184116,N/L,Computers and Technology
VOYG.TO,Voyager Digital Ltd,3.3,3.6,3.04,3.24,2.78,3.04,3.53,277446,N/L,Computers and Technology
VONE.VN,Voyager Metals Inc,0.12,0.12,0.13,0.13,0.13,0.13,0.15,7500,N/L,Basic Materials
VOY.CN,Voyageur Mineral Explorers Corp,0.3,0.3,0.3,0.3,0.3,0.3,0.344,10000,N/L,N/A
VM.VN,Voyageur Pharmaceuticals Ltd,0.115,0.105,0.12,0.11,0.115,0.11,0.107,443225,N/L,Medical
VSBY.CN,Vsblty Groupe Technologies Corp,0.475,0.495,0.48,0.475,0.485,0.485,0.51,78293,N/L,N/A
VUL.VN,Vulcan Minerals Inc,0.3,0.29,0.305,0.29,0.275,0.295,0.23,41000,N/L,Basic Materials
VVC.VN,Vvc Exploration Corp,0.145,0.14,0.135,0.14,0.13,0.13,0.145,10600,N/L,Basic Materials
WJX.TO,Wajax Corp,23.69,23.59,23.18,23.65,22.52,23.3,21.69,24143,N/L,Industrial Products
WJX-DB.TO,Wajax Corp 6.00 Pct Debs,100,100,100,100,99.85,99.85,99.85,18000,N/L,N/A
WRR.VN,Walker River Resources Corp,0.07,0.07,0.07,0.065,0.065,0.07,0.068,25210,N/L,Basic Materials
WM.TO,Wallbridge Mining Company Ltd,0.235,0.235,0.245,0.23,0.225,0.24,0.2702,240852,N/L,Basic Materials
DIS.NE,Walt Disney Canadian Depositary Receipts [Cad He,13.65,13.62,13.02,13.26,12.67,12.83,13.059,15377,N/L,N/A
WWT.VN,Water Ways Technologies Inc,0.25,0.25,0.245,0.24,0.235,0.23,0.257,78317,N/L,Industrial Products
WAVE.VN,Waverley Pharma Inc,0.085,0.085,0.075,0.075,0.07,0.075,0.065,13000,N/L,Medical
WML.VN,Wealth Minerals Ltd,0.26,0.26,0.265,0.265,0.26,0.265,0.258,52142,N/L,Basic Materials
WDGY.CN,Wedgemount Resources Corp,0.125,0.125,0.2,0.2,0.2,0.2,0.198,6000,N/L,N/A
WELL-DB.TO,Well Health Technologies 5.5 Pct Debs,96,96,96.5,97.49,96.5,94,96.68,20000,N/L,N/A
WELL.TO,Well Health Technologies Corp,3.85,4.04,3.77,3.8,3.58,3.75,3.99,742123,N/L,Medical
MEDI.NE,Wellbeing Digital Sciences Inc.,0.065,0.06,0.06,0.065,0.075,0.06,0.071,20268,N/L,N/A
WFLD.VN,Wellfield Technologies Inc,0.47,0.5,0.415,0.43,0.51,0.425,0.739,160420,N/L,N/A
WFLD-WT.VN,Wellfield Technologies Inc Wts,0.1,0.1,0.11,0.11,0.115,0.1,0.234,76000,N/L,N/A
WTEQ.CN,Welltq Digital Health Inc,0.055,0.055,0.04,0.05,0.04,0.04,0.048,50000,N/L,N/A
WCE.VN,Wescan Energy Corp,0.31,0.335,0.335,0.325,0.335,0.33,0.318,13978,N/L,Oils-Energy
WDO.TO,Wesdome Gold Mines Ltd,12.03,11.94,12.18,11.95,11.86,11.95,12.38,27950,N/L,Basic Materials
WHY.VN,West High Yield Resources Ltd,0.54,0.55,0.54,0.55,0.55,0.54,0.531,29240,N/L,Basic Materials
WIB.CN,West Island Brands Inc,0.245,0.22,0.25,0.21,0.225,0.25,0.27,16933,N/L,N/A
WEST.CN,West Mining Corp,0.06,0.065,0.06,0.06,0.065,0.065,0.068,11005,N/L,N/A
RLG.CN,West Red Lake Gold Mines Inc,0.05,0.05,0.05,0.05,0.05,0.05,0.051,125000,N/L,N/A
WVM.VN,West Vault Mining Inc,1.14,1.15,1.1,1.05,1.18,1.18,1.131,18500,N/L,Basic Materials
WBE.VN,Westbond Enterprises Corp,0.255,0.26,0.245,0.245,0.24,0.24,0.262,259907,N/L,Basic Materials
WEB.VN,Westbridge Energy Corp,0.27,0.27,0.255,0.25,0.25,0.25,0.259,30000,N/L,N/A
WA.VN,Western Atlas Resources Inc,0.05,0.06,0.06,0.06,0.06,0.06,0.062,11110,N/L,Basic Materials
WRN.TO,Western Copper and Gold Corp,2.22,2.14,2.16,2.17,2.18,2.13,2.19,40999,N/L,Basic Materials
WEX.VN,Western Exploration Inc,1.4,1.4,1.45,1.4,1.35,1.4,1.375,6000,N/L,N/A
WEF.TO,Western Forest Products Inc,1.89,1.87,1.87,1.88,1.85,1.87,1.94,53884,N/L,Construction
WGLD.VN,Western Gold Exploration Ltd,0.185,0.185,0.185,0.185,0.185,0.185,0.202,30592,N/L,N/A
WMG.VN,Western Magnesium Corp,0.31,0.29,0.28,0.285,0.32,0.27,0.314,20600,N/L,Basic Materials
WMS.VN,Western Metallica Resources Corp,0.22,0.195,0.19,0.23,0.18,0.18,0.192,12363,N/L,N/A
WP.VN,Western Pacific Trust Company,0.15,0.25,0.13,0.13,0.13,0.13,0,21500,N/L,N/A
WRX.TO,Western Resources Corp,0.38,0.38,0.37,0.375,0.37,0.37,0.3722,10918,N/L,N/A
WHN.VN,Westhaven Gold Corp,0.63,0.61,0.63,0.65,0.63,0.64,0.604,23920,N/L,Basic Materials
WKG.VN,Westkam Gold Corp,0.12,0.115,0.115,0.12,0.12,0.12,0.138,55285,N/L,Basic Materials
WPRT.TO,Westport Fuel Systems Inc,1.46,1.5,1.5,1.49,1.44,1.49,1.49,38683,N/L,Auto-Tires-Trucks
WTE.TO,Westshore Terminals Investment Corp,37.49,37.06,36.75,37.18,36.25,36.49,35.19,42425,N/L,Transportation
WPM.TO,Wheaton Precious Metals Corp,54,53.59,54.43,53.97,54.4,54.1,54.19,118532,N/L,Basic Materials
WHM.VN,White Metal Resources Corp,0.055,0.055,0.05,0.055,0.05,0.05,0.054,90000,N/L,Basic Materials
WCP.TO,Whitecap Resources Inc,11.08,11.2,10.88,11.02,11,10.99,10.39,1727815,N/L,Oils-Energy
WILD-DB.TO,Wildbrain Ltd 5.875 Pct Debs,97.75,97,97,97,94.25,94.25,96.79,18000,N/L,N/A
CANS.VN,Wildpack Beverage Inc,0.195,0.215,0.19,0.205,0.195,0.185,0.233,75123,N/L,Industrial Products
WSK.VN,Wildsky Resources Inc,0.225,0.225,0.21,0.2,0.22,0.22,0.181,18000,N/L,N/A
WLLW.TO,Willow Biosciencesinc,0.21,0.195,0.22,0.2,0.22,0.195,0.2058,112154,N/L,Medical
WIL.VN,Wilton Resources Inc,0.475,0.48,0.48,0.48,0.475,0.455,0.495,5500,N/L,Oils-Energy
WIN.VN,Windfall Geotek Inc,0.07,0.07,0.065,0.07,0.07,0.07,0.073,24013,N/L,Computers and Technology
WPK.TO,Winpak Ltd,40.96,40.55,41.13,40.9,40.99,41.13,42.69,6688,N/L,Basic Materials
WISH.VN,Wishpond Technologies Ltd,0.69,0.68,0.69,0.67,0.61,0.77,0.725,17073,N/L,Computers and Technology
WLF.VN,Wolfden Resources Corp,0.245,0.24,0.23,0.23,0.23,0.23,0.244,48500,N/L,Basic Materials
WEII.VN,Wolverine Energy and Infrastructure Inc,0.1,0.1,0.1,0.1,0.12,0.105,0.155,5500,N/L,Oils-Energy
WNDR.NE,Wonderfi Technologies Inc.,0.58,0.56,0.51,0.54,0.5,0.49,0.696,347324,N/L,N/A
WNDR-WT-B.NE,Wonderfi Technologies Inc. Wts B,0.175,0.12,0.2,0.2,0.2,0.2,0.276,89871,N/L,N/A
WORK-UN.TO,Workplace Technology Dividend Fund,6.41,6.1,5.96,6.01,5.62,5.65,6.05,12900,N/L,N/A
WCU.VN,World Copper Ltd,0.38,0.38,0.395,0.38,0.4,0.395,0.421,10500,N/L,Basic Materials
XGC.VN,Xali Gold Corp,0.09,0.09,0.085,0.085,0.08,0.08,0.083,9000,N/L,N/A
XBC.TO,Xebec Adsorption Inc,0.91,0.95,0.98,0.88,1.07,0.97,1.41,441843,N/L,N/A
XBRA.CN,Xebra Brands Ltd,0.12,0.12,0.12,0.12,0.125,0.125,0.137,8500,N/L,N/A
XIM.VN,Ximen Mining Corp,0.115,0.115,0.12,0.12,0.125,0.125,0.144,12300,N/L,Basic Materials
XPHY.CN,Xphyto Therapeutics Corp,0.81,0.8,0.85,0.83,0.8,0.86,0.861,10000,N/L,N/A
XPLR.VN,Xplore Resources Corp,0.05,0.05,0.065,0.065,0.055,0.055,0.06,65000,N/L,N/A
VRAR.CN,Xr Immersive Tech Inc,0.07,0.075,0.08,0.07,0.08,0.08,0.089,5183,N/L,N/A
XRA.CN,Xrapplied Technologies Inc,0.07,0.1,0.1,0.1,0.1,0.1,0.112,13000,N/L,N/A
XSF.CN,Xs Financial Inc,0.135,0.135,0.135,0.125,0.15,0.15,0.152,20000,N/L,N/A
PAID.CN,Xtm Inc,0.24,0.235,0.24,0.24,0.25,0.23,0.24,92200,N/L,N/A
XYBN.VN,Xybion Digital Inc,2.2,1.95,2.1,2.3,1.6,2.1,2.148,17438,N/L,N/A
YRI.TO,Yamana Gold Inc,6.6,6.56,6.75,6.58,6.8,6.68,6.69,246834,N/L,Basic Materials
YGR.TO,Yangarra Resources Ltd,3.4,3.52,3.43,3.39,3.42,3.45,3.15,128989,N/L,Oils-Energy
YNV.VN,Ynvisible Interactive Inc,0.2,0.2,0.19,0.215,0.195,0.19,0.209,19100,N/L,Industrial Products
YORK.VN,York Harbour Metals Inc.,1.14,1.03,1.15,1.14,1.06,1.15,1.102,148876,N/L,N/A
ZACA.VN,Zacapa Resources Ltd,0.43,0.425,0.435,0.43,0.44,0.44,0.469,11974,N/L,N/A
ZDC.VN,Zedcor Inc,0.4,0.4,0.405,0.4,0.39,0.39,0.419,26500,N/L,Industrial Products
ZCC-H.VN,Zena Mining Corp,0.155,0.155,0.13,0.12,0.13,0.13,0.132,5238,N/L,N/A
ZEN.VN,Zentek Ltd,2.98,2.865,2.8,2.88,2.48,2.71,2.698,11192,N/L,Medical
ZFR.VN,Zephyr Minerals Ltd,0.15,0.14,0.15,0.15,0.15,0.15,0.146,83000,N/L,Basic Materials
ZEU.CN,Zeu Technologies Inc,0.17,0.17,0.14,0.16,0.14,0.14,0.168,6266,N/L,N/A
ZAIR.CN,Zinc8 Energy Solutions Inc,0.195,0.195,0.18,0.185,0.19,0.18,0.208,30000,N/L,N/A
ZNX.VN,Zincx Resources Corp,0.125,0.125,0.13,0.125,0.135,0.13,0.138,27500,N/L,Basic Materials
ZON.VN,Zonte Metals Inc,0.155,0.145,0.155,0.16,0.15,0.135,0.175,15500,N/L,Basic Materials
